Id,Category,Sentence
376,2,"Sometimes it feels as though the movie wanders without a pause from one colourful event to another, but sometimes it must have been for Frida Kahlo as if her life was just like that as well."
377,4,"Like Brosnan himself, Evelyn comes from the heart."
378,0,All I want stil is for Celebi to take me back to a time before I saw that movie and that I should just skip it.
379,2,And how.
380,0,Would Benigni's Italian Pinocchio have been easier to navigate than that hurried disaster?
381,1,It seems that American and European gay films made something of what they were 20 years ago.
382,2,Perhaps the most annoying thing about Who Is Cletis Tout?
383,0,The satire is unfocused while the story goes missing.
384,3,A surprisingly charming and even witty piece for Hollywood's best comic adaptations.
385,2,Not one moment in the company did not make me want to lay in a dark room with a bit of a cooler on my forehead.
386,4,"Although the broader public may not be better informed about the facts of Cuban music, it awaits a fascinating and highly entertaining celebration of its sounds."
387,1,"At the same time, their striking elements are buried, drowned and suffocated in the excesses of the writer and director Roger Avary."
388,0,Appallingly thin and exhausted.
389,2,"Leigh's gamble is that, without denying the hard graft of the people on the fringes of Margaret Thatcher's ruinous legacy, he lays claim 凹on the importance of those moments when people can connect and express their love for each other."
390,1,A puppy so desperate for attention he nearly broke his neck performing some amusing tricks.
391,4,A triumph of pure craftsmanship and the passionate heart.
392,0,"The ""Sopranos"" gags are not just unbelievably outdated and fact-entoft, they show just how desperate the makers of this easy-to-watch sequel to ""We"" were."
393,1,This is really a frustrating patchwork in the end: an unhappy marriage of Louis Begley's source stories - LRB via Schmidt -RRB- 饰 and an old Payne collection benachbarten.
394,2,Has it moved me to look into what was happening in Armenia in 1915?
395,3,"This is an old-fashioned scare film built on enduring fear interrupted by sudden shocks, rather than on the endless bloody spilling of vitamins in the air."
396,1,"Costner's warm-milk persona doesn't fit as well as Shadyacs' visceral directing chops, and some of the more obviously silly dialogue would sink Laurence Olivier."
397,4,The animated sequences are well-made and perfectly constructed to convey the sense of childlike imagination and to create adventure from fear.
398,4,"-LRB- Washington- The strong hand, keen eye, sweet mind and good taste are reflected in almost every scene"
399,3,Now you can go home again.
400,2,Real women have curves offers no simple answers.
401,3,"A family novel told with a strong Irish brogue... instead of remaining silent, emphasises the storyline's sugary dynamics."
402,1,"Nemesis suffers from a feathery middle track, some bleak plot sequences and a viciously undramatic main theme."
403,1,"Those who are just slightly curious, I fear warb will be put to sleep or aghast at the artful and often senseless graphics."
404,1,"Director Uwe Boll and author Robert Dean Klein fail to show interest in an ungrateful champion who is caught up in an intricate plot which, while intelligently prepared, cannot overcome his blowing characters."
405,3,"Babak Payami's bold Iranian drama Secret Deliber騙 is so meditative and lyrical... it's a charming, low-risk story that reveals the gentle and humane side of Middle Eastern world politics."
406,0,"It is incredibly unfunny and unentertaining for well-educated middle-aged and older men to drink to excess, pee on trees and kill each other."
407,3,Ya-Yas everywhere will forgive the mistakes and love the film.
408,0,Awful.
409,3,It is up to -LRB- Watts -RRB- to give credibility to this strange scenario and their presence has managed to make us believe.
410,0,"The jokes are flat, and the plot seems phony."
411,4,"An admirable, sometimes extraordinary film"
412,1,"""Lookin"" to Sin, American Style?"
413,3,A revealing insight into the wit and revolutionary spirit of these performers and their era.
414,0,The very simple plot seems too simple and the resolution of the plot almost arbitrary.
415,4,Audiard manages to maintain excitement on various levels in a absorbing and captivating film.
416,3,Devos delivers a perfect performance that captures the innocence and burgeoning demons within a wall.
417,3,A rousing French psychological drama about the meeting of an aloof father and his cool son of God after 20 years of separation.
418,2,"... Jones, despite his distinctive screen presence, cannot muster the strength for a film which, despite its title, had to be much more vicious if he were to make full use of the specific talent of its lead."
419,0,Rather pitied the people who see this hodgepodge.
420,2,When were the twists and turns really surprising?
421,2,"The film's darker atmosphere, however, is fascinating, even if the film itself doesn't have a whiff of chance."
422,2,-- was a fad that had long since disappeared.
423,4,"Maggie Smith as member Ya-Ya with the O2 tank is absolutely crass of women, after the attack seek verbal expulsion."
424,2,"The result is good gossip, which is served enjoyably defensively, but with a distinctive musty smell long past its selling date."
425,2,A film that clearly means preaching exclusively to the convert.
426,3,"Quiet, mature and more than any contemporary established movie this year... A true study, it's a film with an inquiring heart and mind that doesn't shy away from admitting that it has no answer."
427,3,A funny popcorn show.
428,3,An ingenious mix of sultry teenage dramas and overcoming obstacles-sport film triumphs.
430,3,Robert John Burke as The Monster strumming horns and stealing the show.
431,3,Here Tsai convincingly paints a distinctly urban sense of detachment.
432,1,-LRB- Seems -RRB- is even more useless and shameless than most third-rate horror sequels.
433,1,Ignore the call and ignore the film.
434,0,"A bad film, that happened to good actors."
435,1,"An over stylized, mashed-up mélange of sex, psychology, drugs and philosophy."
436,3,A tangle of bloody beauty never given us by Scorsese.
437,3,"There's the villain's drama in the drama, as unsolved murder and unresolved moral disputes in the spotlight."
438,3,"s an enjoyable mix of Longest Yard... and the 2009 Guy Ritchie caper lock stock, as well as two incandescent vats."
439,2,Agree to his film so Susan can get back to her neck long after you've left the house.
