,Caterogy,Sentence
372,3,what begin as conventional thriller evolve into gorgeously atmospheric meditation on life change chance encounter .
373,2,"suffice to say that after see this movie in imax form , you 'll be more acquainted with the tiny detail of tom hank ' face than his wife be ."
374,2,"leigh 's daring here be that without once deny the hardscrabble life of people on the economic fringe of margaret thatcher 's ruinous legacy , he insist on the importance of those moment when people can connect and express their love for each other ."
375,1,the problem with `` xxx `` be that its own action be't very effective .
376,3,a satisfy niblet .
377,1,"it 's tough to tell which be in more abundant supply in this woefully hackneyed movie , direct by scott kalvert , about street gang and turf war in 1958 brooklyn stale cliche , gratuitous violence , or empty machismo ."
378,0,it 's fit that movie as artificial and soulless as the country bear owe its genesis to an animatronic display at disneyland .
379,3,well do supernatural thriller with keen insight into parapsychological phenomenon and the soulful nuance of the grieving process .
380,0,"` in this poor remake of such well love classic , parker expose the limitation of his skill and the basic flaw in his vision . '"
381,3,secretary be just too original to be ignore .
382,1,like leaf through an album of photo accompany by the sketchiest of caption .
383,1,an entertainment so in love with its overinflated mythology that it no longer recognize the need of moviegoer for real character and compel plot .
384,1,"if divine secret of the ya ya sisterhood suffers from ploddingly melodramatic structure , it come to life in the performance ."
385,3,"it 's full of cheesy dialogue , but great trashy fun that finally return de palma to his pulpy thriller of the early '80s ."
386,1,"adult , other than the parent ... will be hard press to succumb to the call of the wild ."
387,2,it do't go straight to video .
388,1,the story itself be actually quite vapid .
389,0,"strong filmmaking require clear sense of purpose , and in that oh so important category , the four feather come up short ."
390,4,"call it magic realism or surrealism , but miss wonton float beyond reality with certain degree of wit and dignity ."
391,1,"ill consider , unholy hokum ."
392,4,"this be finely write , superbly act offbeat thriller ."
393,0,"the action scene have all the suspense of 20 car pileup , while the plot hole be big enough for train car to drive through if kaos have't blow them all up ."
394,1,"unless bob crane be someone of particular interest to you , this film 's impressive performance and adept direction be't likely to leave lasting impression ."
395,3,and the positive change in tone here seem to have recharge him .
396,4,happily stay close to the ground in spare and simple manner and do't pummel us with phony imagery or music .
397,3,"this be visually stunning rumination on love , memory , history and the war between art and commerce ."
398,1,"so we get ten little indians meet friday the 13th by way of clean and sober , film on the set of carpenter 's the thing and load with actor you 're most likely to find on the next inevitable incarnation of the love boat ."
399,1,the script be dim witted pairing of teen speak and animal gibberish .
400,3,"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately ."
401,1,"average , at best , 'm afraid ."
402,1,"the movie spend more time with schneider than with newcomer mcadams , even though her performance be more interesting and funny than his ."
403,3,"` film aficionado can not help but love cinema paradiso , whether the original version or new director 's cut . '"
404,3,"oh , james !"
405,0,sewer rat could watch this movie and be so skeeved out that they 'd need shower .
406,3,"this time , the hype be quieter , and while the movie be slightly less successful than the first , it 's still rollick good time for the most part ."
407,1,"... the good and different idea of middle age romance be not handle well and , except for the fine star performance , there be little else to recommend `` never again . ``"
408,0,"once ice stick his mug in the window of the couple 's bmw and begin harangue the wife in bad stage dialogue , all credibility fly out the window ."
